Mon Feb 10 17:35:59 2025    profile_output.prof

         25979773 function calls (23642197 primitive calls) in 95.415 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/optimize/_spectral.py:11(_NoConvergence)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/optimize/_shgo.py:1523(LMap)
        1    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-2>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-3>:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/error.py:50(DGPError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/error.py:60(ParameterError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/_lib/decorator.py:46(get_init)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/sparse/_coo.py:1534(coo_matrix)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/sparse/_dok.py:559(dok_array)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/testing/_private/utils.py:49(KnownFailureException)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/testing/_private/utils.py:2075(IgnoreException)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/fft/helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/sparse/_csr.py:314(csr_array)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/unittest/case.py:26(SkipTest)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/sparse/_base.py:1393(sparray)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/logging/config.py:365(ConvertingTuple)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/socketserver.py:847(DatagramRequestHandler)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/sparse/_base.py:23(SparseEfficiencyWarning)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/optimization/remove_final_reset.py:20(RemoveFinalReset)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/transpiler/passes/optimization/template_matching/maximal_matches.py:39(MaximalMatches)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/dagcircuit/collect_blocks.py:324(BlockCollapser)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/statistics.py:148(StatisticsError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/_lib/_pep440.py:129(InvalidVersion)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/pulse/transforms/alignments.py:232(__init__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/pydoc.py:2308(ModuleScanner)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/singleton.py:505(SingletonInstruction)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/annotated_operation.py:26(Modifier)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/configparser.py:312(MissingSectionHeaderError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/qiskit/circuit/quantumcircuit.py:2326(__len__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/multiprocessing/process.py:349(AuthenticationString)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/multiprocessing/process.py:397(_MainProcess)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/multiprocessing/reduction.py:211(_C)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/concurrent/futures/process.py:131(_ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/argparse.py:765(ArgumentError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/argparse.py:1178(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/argparse.py:984(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/email/errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/email/errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/tkinter/__init__.py:3496(Menubutton)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/tkinter/__init__.py:4039(_setit)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/tkinter/simpledialog.py:381(_QueryString)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/tkinter/messagebox.py:61(Message)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/argparse.py:1148(_VersionAction)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/backends/backend_tkagg.py:18(_BackendTkAgg)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/legend_handler.py:719(HandlerTuple)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/dateutil/parser/_parser.py:661(_result)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/calendar.py:201(setfirstweekday)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/dateutil/tz/_factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/dates.py:1524(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/dates.py:1551(DayLocator)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/dateutil/parser/isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/importlib/resources/_adapters.py:20(TraversableResourcesLoader)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/patches.py:3614(BarAB)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/patches.py:2563(Round)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/patches.py:2922(Angle)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/patches.py:3082(Bar)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_mathtext.py:1523(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_mathtext.py:1563(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/socket.py:212(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/hatch.py:67(SouthEastHatch)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/hatch.py:87(Shapes)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/hatch.py:140(LargeCircles)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/ma/core.py:905(_DomainGreater)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/core.py:4726(_Indent)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/core.py:4732(_IndentGreater)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/core.py:3686(LineEnd)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/core.py:3726(StringEnd)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/core.py:4838(FollowedBy)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/core.py:4874(PrecededBy)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/ma/core.py:82(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/unicode.py:154(LatinB)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/unicode.py:213(Chinese)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/unicode.py:307(Thai)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/unicode.py:314(Arabic)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/ticker.py:188(TickHelper)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/xml/etree/ElementTree.py:107(ParseError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/PIL/PngImagePlugin.py:1135(_fdat)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/rcsetup.py:375(validate_fontsize_None)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/PIL/__init__.py:77(UnidentifiedImageError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/ctypes/__init__.py:224(c_ubyte)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/ctypes/__init__.py:236(c_char)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/lib/_iotools.py:438(ConversionWarning)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_typing/_nbit_base.py:61(_256Bit)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_typing/_nbit_base.py:67(_128Bit)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_typing/_nbit_base.py:92(_16Bit)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:105(_take_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/ctypes/__init__.py:178(c_ulong)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/ctypes/__init__.py:187(c_int)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/exceptions.py:76(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/exceptions.py:87(RankWarning)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/exceptions.py:97(TooHardError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/exceptions.py:200(DTypePromotionError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/ipaddress.py:24(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/ipaddress.py:1131(_BaseConstants)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/urllib/parse.py:336(ParseResult)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/logging/__init__.py:1861(RootLogger)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/pathlib.py:174(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/urllib/parse.py:144(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_mathtext.py:2297(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method contourpy._contourpy.supports_threads}
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/zipfile/__init__.py:1942(close)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pandas/core/indexes/accessors.py:541(PeriodProperties)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/dqcp2dcp/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/solvers/conic_solvers/cbc_conif.py:56(name)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/optimize/_nonlin.py:30(NoConvergence)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/sparse/_coo.py:1423(coo_array)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/rustworkx/__init__.py:23(PyDAG)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/zipfile/__init__.py:43(LargeZipFile)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/tkinter/__init__.py:4436(LabelFrame)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/tkinter/filedialog.py:304(_Dialog)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/legend_handler.py:513(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/dates.py:1497(MonthLocator)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/dates.py:1579(HourLocator)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/ma/core.py:921(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/unicode.py:282(Hangul)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/ticker.py:1075(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/rcsetup.py:889(_ignorecase)
        1    0.000    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_typing/_nbit_base.py:72(_96Bit)
